robot_id	displacement_velocity_hill	head_balance	contacts	displacement_velocity	branching	branching_modules_count	limbs	extremities	length_of_limbs	extensiveness	coverage	joints	hinge_count	active_hinges_count	brick_count	touch_sensor_count	brick_sensor_count	proportion	width	height	absolute_size	sensors	symmetry	avg_period	dev_period	avg_phase_offset	dev_phase_offset	avg_amplitude	dev_amplitude	avg_intra_dev_params	avg_inter_dev_params	sensors_reach	recurrence	synaptic_reception	fitness
1403	0.003805942640184817	0.6706396176048595	0.0	0.004312500183080743	0	0	0.07142857142857142	1	1.0	19	1.0	1.0	20	19	0	0	0	0.047619047619047616	1	21	21	0.0	0	0.5988271146000048	0.9052158528770196	0.6900639794101465	0.9057882861501775	0.5338534482451625	0.926619577599184	0.869893899181665	0.9130856141719236	0	0	0.0	0.003805942640184817
4317	0.060964888970967614	0.6315854771600853	0.0	0.06097244146853342	0	0	0.058823529411764705	1	1.0	23	1.0	1.0	24	23	0	0	0	0.04	1	25	25	0.0	0	0.5988271146000048	0.8561044600293466	0.7961644647244143	0.9184948289085031	0.5450224861059692	0.8500892111845003	0.786427620546402	0.878705163379416	0	0	0.0	0.060964888970967614
118	-0.002379059642167782	0.9636123569765889	0.0	0.003221202053790691	0	0	0.25	1	1.0	4	1.0	0.75	4	3	1	1	0	0.16666666666666666	6	1	6	0.2	0	0.6366405784170934	0.5237736267781803	0.8062566017547294	0.6991483033348378	0.62411797280736	0.7659780318575377	0.7184152521327538	0.6699701533179444	1.0	0.5	0.0	-0.00023790596421677818
2999	0.02610260905428266	0.7139954275952445	0.0	0.03383594195852826	0	0	0.07142857142857142	1	1.0	19	1.0	1.0	20	19	0	0	0	0.047619047619047616	1	21	21	0.0	0	0.5080068422620506	0.8430902100855511	0.8262828722011465	0.8640460406676036	0.5411050351370295	0.7633128741767272	0.8492259362525745	0.827386057787927	0	0	0.0	0.02610260905428266
131	4.343991759953717e-09	0.9999993964365782	0.0	8.281682529254188e-09	0	0	1.0	1	0	0	1.0	0	0	0	1	1	0	0.5	2	1	2	0.16666666666666666	0	0	0	0	0	0	0	0	0	0	0	0	4.343991759953717e-09
3935	0.0594393056420907	0.6510485531417576	0.0	0.06165917343234895	0	0	0.0625	1	1.0	22	1.0	1.0	23	22	0	0	0	0.041666666666666664	1	24	24	0.0	0	0.5988271146000048	0.8599326767807784	0.7739377239397643	0.921450198639112	0.5450224861059692	0.8516080570221979	0.7965009236985201	0.8816419904401295	0	0	0.0	0.0594393056420907
1838	0.029562096201958748	0.6692426348723721	10.38888888888889	0.037461981752718455	0	0	0.08333333333333333	1	1.0	16	1.0	1.0	17	16	0	0	0	0.05555555555555555	1	18	18	0.0	0	0.5988271146000048	0.8720937792617796	0.8062566017547294	0.9207408917506439	0.5450224861059692	0.8553077202321747	0.7965009236985201	0.8859108325899591	0	0	0.0	0.029562096201958748
171	-0.0012582003220681249	0.9628589117860183	0.0	0.0012761835856644132	0	0	0.16666666666666666	1	1.0	7	0.45	0.42857142857142855	4	3	4	1	0	0.8	5	4	9	0.09090909090909091	0.2857142857142857	0.7865149259522397	0.9359869478873654	0.8645848753047654	0.7766959075202323	0.8343676650396834	0.7139425452024228	0.6595442906214248	0.8340416174881063	1.0	0.25	0.0	-0.00012582003220681248
4089	0.05994621890750718	0.6292780718782411	0.0	0.060027105574635635	0	0	0.058823529411764705	1	1.0	23	1.0	1.0	24	23	0	0	0	0.04	1	25	25	0.0	0	0.5988271146000048	0.8561044600293466	0.7961644647244143	0.9184948289085031	0.5450224861059692	0.8500892111845003	0.786427620546402	0.878705163379416	0	0	0.0	0.05994621890750718
434	-0.01846829449136129	0.730442182677143	0.0	0.020328419273367364	0	0	0.14285714285714285	1	1.0	8	1.0	1.0	9	8	0	1	0	0.1	10	1	10	0.3333333333333333	0	0.45196644109613765	0.5820158129144242	0.7172335641344425	0.6934311783020344	0.8239379794159536	0.7325170186901226	0.8269096293024488	0.6722174531394234	1.0	0.2222222222222222	0.0	-0.0018468294491361292
