robot_id	displacement_velocity_hill	head_balance	contacts	displacement_velocity	branching	branching_modules_count	limbs	extremities	length_of_limbs	extensiveness	coverage	joints	hinge_count	active_hinges_count	brick_count	touch_sensor_count	brick_sensor_count	proportion	width	height	absolute_size	sensors	symmetry	avg_period	dev_period	avg_phase_offset	dev_phase_offset	avg_amplitude	dev_amplitude	avg_intra_dev_params	avg_inter_dev_params	sensors_reach	recurrence	synaptic_reception	fitness
1403	0.02766437998599405	0.7205934413130017	0.0	0.03348717795309259	0	0	0.05263157894736842	1	1.0	26	1.0	1.0	27	26	0	0	0	0.03571428571428571	28	1	28	0.0	0	0.6709226233871145	0.9239790158757805	0.751054771233567	0.9555600062144105	0.6354118693237221	0.8732838698420982	0.9129447965109052	0.9240517804552546	0	0	0.0	0.02766437998599405
4317	0.043655350195416484	0.653241098066929	6.05	0.048093937275501784	0	0	0.037037037037037035	1	1.0	38	1.0	1.0	39	38	0	0	0	0.025	1	40	40	0.0	0	0.4393608426411751	0.904205125588135	0.751054771233567	0.9487737656951981	0.5055999153837302	0.8363130361685905	0.9129447965109052	0.9059312564195903	0	0	0.0	0.043655350195416484
118	-4.0855697695949747e-07	0.9882472259380934	0.0	0.0008410833093148278	0	0	0.5	1	1.0	1	1.0	1.0	2	1	0	2	0	0.3333333333333333	3	1	3	0.6666666666666666	0	0.6568081880343041	0.5	0.3090243472365338	0.889951273099152	0.21113194253373999	0.608800928237891	0.9005954644129832	0.6993433160882444	0.75	0	0.053863094243408405	-4.085569769594975e-08
2999	0.04197729002604641	0.6517654108614883	4.6	0.04644646990053733	0	0	0.037037037037037035	1	1.0	38	1.0	1.0	39	38	0	0	0	0.025	1	40	40	0.0	0	0.4393608426411751	0.904205125588135	0.751054771233567	0.9487737656951981	0.5055999153837302	0.8363130361685905	0.9129447965109052	0.9059312564195903	0	0	0.0	0.04197729002604641
131	0.0022952997988671727	0.4837528775661952	0.0	0.002308923678602677	0	0	0.16666666666666666	1	1.0	7	0.5625	0.7142857142857143	6	5	2	0	0	0.25	8	2	9	0.0	0	0.4355633972175226	0.8879850631421924	0.7161255069187547	0.948275356572675	0.29617836416425825	0.9265556761221375	0.9201318274440734	0.9244678536711581	0	0	0.0	0.0022952997988671727
3935	0.04197729002604641	0.6517654108614883	0.0	0.04644646990053733	0	0	0.037037037037037035	1	1.0	38	1.0	1.0	39	38	0	0	0	0.025	1	40	40	0.0	0	0.4393608426411751	0.904205125588135	0.751054771233567	0.9487737656951981	0.5055999153837302	0.8363130361685905	0.9129447965109052	0.9059312564195903	0	0	0.0	0.04197729002604641
1838	0.026072430068506288	0.7178790403591063	0.0	0.034100031092055436	0	0	0.05263157894736842	1	1.0	26	1.0	1.0	27	26	0	0	0	0.03571428571428571	28	1	28	0.0	0	0.6709226233871145	0.9239790158757805	0.751054771233567	0.9555600062144105	0.6354118693237221	0.8732838698420982	0.9129447965109052	0.9240517804552546	0	0	0.0	0.026072430068506288
171	-0.00044654167423078866	0.928833832227047	0.0	0.0005302476571254991	0	0	0.16666666666666666	1	1.0	7	0.6	0.7142857142857143	6	5	2	3	0	0.6	3	5	9	0.42857142857142855	0	0.7268707023571336	0.862147862577334	0.5907302875628656	0.7918012402026716	0.49661535510441207	0.9160651403358462	0.8417871477877563	0.8644832017862615	0.3333333333333333	0.16666666666666666	0.0	-4.465416742307887e-05
4089	0.043655350195416484	0.653241098066929	0.0	0.048093937275501784	0	0	0.037037037037037035	1	1.0	38	1.0	1.0	39	38	0	0	0	0.025	1	40	40	0.0	0	0.4393608426411751	0.904205125588135	0.751054771233567	0.9487737656951981	0.5055999153837302	0.8363130361685905	0.9129447965109052	0.9059312564195903	0	0	0.0	0.043655350195416484
434	0.00688045480565469	0.7771198292879598	0.0	0.006880580710377869	0	0	0.09090909090909091	1	1.0	14	0.38095238095238093	0.8571428571428571	13	12	2	0	0	0.21428571428571427	3	14	16	0.0	0	0.42003465887435276	0.9587504142515718	0.22502672054641598	0.8253434418531921	0.5504230663006344	0.9091521992801552	0.8072105520685872	0.9116619434181171	0	0	0.0	0.00688045480565469
3827	0.01054648236911813	0.7163889006779111	5.82051282051282	0.017653394245469144	0	0	0.038461538461538464	1	1.0	37	1.0	1.0	38	37	0	0	0	0.02564102564102564	1	39	39	0.0	0	0.4393608426411751	0.8977032558842829	0.751054771233567	0.9504899039063626	0.5055999153837302	0.8347966066461632	0.9129447965109052	0.9045577201651176	0	0	0.0	0.01054648236911813
939	0.010247451979192973	0.6367468443110265	0.0	0.019206946051550444	0	0	0.0625	1	1.0	21	1.0	1.0	22	21	0	0	0	0.043478260869565216	1	23	23	0.0	0	0.6260587970393396	0.8679602931824468	0.6429000824408778	0.9295692330372933	0.5055999153837302	0.9052849795139725	0.8373056801861621	0.903799285416264	0	0	0.0	0.010247451979192973
2182	0.014608759280353987	0.6385244691150667	0.0	0.018288656287009195	0	0	0.05263157894736842	1	1.0	26	1.0	1.0	27	26	0	0	0	0.03571428571428571	1	28	28	0.0	0	0.4393608426411751	0.8859555677970826	0.751054771233567	0.8479919754688534	0.5055999153837302	0.8127717360751261	0.9053748555266319	0.8514112401929279	0	0	0.0	0.014608759280353987
