robot_id,branching,branching_modules_count,limbs,extremities,length_of_limbs,extensiveness,coverage,joints,hinge_count,active_hinges_count,brick_count,touch_sensor_count,brick_sensor_count,proportion,width,height,absolute_size,sensors,symmetry,avg_period,dev_period,avg_phase_offset,dev_phase_offset,avg_amplitude,dev_amplitude,avg_intra_dev_params,avg_inter_dev_params,sensors_reach,recurrence,synaptic_reception
1,0,0,0.5,1,1.0,1,1.0,1.0,2,1,0,0,0,0.3333333333333333,3,1,3,0.0,0,0.46635642456819937,0.9596162808824572,0.4585887636585106,0.8799190673597603,0.5126936850331473,0.9199653894851605,0.9080352387924646,0.9264832399270602,0,0,0.0
2,0,0,0.2,3,0.8,16,0.55,0.45,11,9,10,0,0,0.625,8,5,22,0.0,0,0.5862139340725319,0.9171740865507328,0.48095346267131645,0.8291279122163974,0.8364460239328965,0.9192081847206612,0.9052561076302783,0.8945940378717855,0,0,0.0
3,0,0,0.3333333333333333,2,0.6666666666666666,4,0.4444444444444444,0.5,3,3,4,2,0,0.5,6,3,8,0.16666666666666666,0,0.6964596140906842,0.7776901546787853,0.6679806185151308,0.9278065910197181,0.9349235114788692,0.9584755455118787,0.8600651435658396,0.9101060686535424,0.6666666666666666,0.3333333333333333,0.0
4,0,0,0.0625,1,1.0,21,0.5227272727272727,0.9523809523809523,21,20,1,0,0,0.09090909090909091,2,22,23,0.0,0,0.5982043320233457,0.9506649242742168,0.5817480698846218,0.9481395378029961,0.6329947442209122,0.9053331914860292,0.8741521915890618,0.9374660136381538,0,0,0.0
5,0,0,1.0,3,0.0,0,0.6666666666666666,0,1,0,2,0,0,0.6666666666666666,3,2,4,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0.23529411764705882,4,0.782608695652174,18,0.16233766233766234,0.6521739130434783,18,15,6,3,0,0.7857142857142857,11,14,25,0.23076923076923078,0,0.731318448527467,0.7819620007014062,0.4590034735347642,0.9192456252495684,0.44188112353089914,0.9041642782872182,0.8669169027947036,0.8791654867117782,0.5,0.2777777777777778,0.0
7,0,0,1.0,1,0,0,1.0,0,1,0,0,0,0,0.5,2,1,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0.043478260869565216,1,1.0,32,0.17,0.65625,22,21,11,0,0,0.32,8,25,34,0.0,0.0625,0.4047658635270025,0.8251306806565821,0.4493084612876429,0.9532269359467531,0.4488510000177254,0.8955226933610081,0.8612246930760216,0.9036245112857855,0,0,0.0
9,0,0,1.0,1,0,0,1.0,0,1,0,0,3,0,0.5,1,2,2,1.0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0.3333333333333333,1,1.0,2,1.0,0.5,2,1,1,0,0,0.25,4,1,4,0.0,0,0.8887111081930954,0.7514773756141313,0.38699472298365434,0.8548441600785848,0.10205009862492895,0.5051250670621901,0.9648921016541888,0.7244625445072005,0,0,0.0
11,0,0,0.14285714285714285,1,1.0,8,0.3333333333333333,0.5,5,4,4,2,0,0.8333333333333334,6,5,10,0.18181818181818182,0,0.5530727908140288,0.9321827400811042,0.17645164766092014,0.8583804495973593,0.25938927652399224,0.9290594713598218,0.8441916703941559,0.9114644738520855,0.6000000000000001,0.4,0.0
12,0,0,0.15,3,0.8518518518518519,23,0.24166666666666667,0.5925925925925926,19,16,9,0,0,0.8333333333333334,12,10,29,0.0,0.2222222222222222,0.4101756068107373,0.8643841415915811,0.26494593536119526,0.8931804408507537,0.6112515318062369,0.9590216187275807,0.8704111176708877,0.914997124443702,0,0,0.0
13,0,0,0.5,2,0.6666666666666666,2,0.625,0.3333333333333333,2,1,2,4,0,0.5,4,2,5,0.5714285714285714,0.5,0.939092498501858,0.6398800904134345,0.32468419796483633,0.8088230049987214,0.7556898433945467,0.7773085324788686,0.9297268683558992,0.7482105921968608,0.5,0.5,0.20644156310149622
