robot_id,branching,branching_modules_count,limbs,extremities,length_of_limbs,extensiveness,coverage,joints,hinge_count,active_hinges_count,brick_count,touch_sensor_count,brick_sensor_count,proportion,width,height,absolute_size,sensors,symmetry,avg_period,dev_period,avg_phase_offset,dev_phase_offset,avg_amplitude,dev_amplitude,avg_intra_dev_params,avg_inter_dev_params,sensors_reach,recurrence,synaptic_reception
1,0,0,0.04,1,1.0,35,1.0,0.8857142857142857,32,31,4,0,0,0.02702702702702703,37,1,37,0.0,0,0.5850405801836196,0.9025468926819343,0.48599877016840737,0.8951492896684617,0.6642978214531193,0.8685298186045463,0.7446161101928578,0.8895456048778768,0,0,0.0
2,0,0,0.4,2,0.6,3,0.5833333333333334,0.2,1,1,5,2,0,0.75,3,4,7,0.14285714285714285,0.5,0.9016642629943907,0.5,1.0,0.5,1.0,0.5,0.6138581555476876,0.5,1.0,0,0.0
3,0,0,1.0,2,0.0,0,0.75,0,2,0,0,0,0,1.0,2,2,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,1.0,0,0,0,0,2,0,1.0,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0.3125,5,0.6363636363636364,14,0.6,0.45454545454545453,14,10,9,1,0,0.4,4,10,24,0.05555555555555555,0,0.5709714373970846,0.9237405837766371,0.7313849353173055,0.9221664973652205,0.4359744363848145,0.937124850842478,0.8031850414736137,0.9279780118231832,1.0,0,0.0
6,0,0,0.3333333333333333,1,1.0,2,1.0,1.0,3,2,0,0,0,0.25,4,1,4,0.0,0,0.3367467474019066,0.7247828593180565,0.7962079059082795,0.7177937751178985,0.19844812759938232,0.8795703452404824,0.9279124204843483,0.7852860251665988,0,0,0.0
7,0.5,1,0.6666666666666666,4,0.5714285714285714,4,0.45,0.42857142857142855,6,3,2,0,0,0.8,4,5,9,0.0,0.5,0.5508161046377544,0.9490615992359871,0.7944983353729711,0.9005863169831092,0.4213953730931263,0.9367749814113024,0.8271037425444996,0.9313822569978751,0,0,0.0
8,0,0,0.3333333333333333,1,1.0,2,1.0,0,0,0,3,0,0,1.0,2,2,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0.3,3,0.6666666666666666,8,0.35,0.6666666666666666,11,8,2,1,0,0.625,5,8,14,0.2,0.3333333333333333,0.7125134692008201,0.9082923515752493,0.7303391898645466,0.9128358406977305,0.4968275966071577,0.8257006486906869,0.9184432192429904,0.8875271385751116,1.0,0.18181818181818182,0.0
10,0,0,0.2857142857142857,2,0.875,7,0.5555555555555556,0.75,7,6,2,1,0,0.2222222222222222,9,2,10,0.14285714285714285,0,0.28830832140653745,0.62709319964774,0.8023431662439897,0.9306872778692814,0.43797525822430633,0.846487194627755,0.9105061548926623,0.8331507928826051,1.0,0.42857142857142855,0.0
11,0,0,0.3333333333333333,1,1.0,2,1.0,1.0,3,2,0,0,0,0.25,4,1,4,0.0,0,0.5378452206339472,0.6480610314171958,0.7212554376299602,0.7487344373490673,0.7747172275566833,0.5888169180447559,0.7612641520546172,0.6653346935478155,0,0,0.0
12,0,0,0.6666666666666666,4,0.42857142857142855,3,0.45,0.2857142857142857,5,2,3,1,0,0.8,4,5,9,0.14285714285714285,0.4,0.5918043695976212,0.8627590003239102,0.2914315028889332,0.8868319065640792,0.9102737363760935,0.974143844112223,0.9268178971360373,0.9247515254939626,1.0,0.6,0.0
13,0,0,0.3333333333333333,4,0.6875,11,0.34615384615384615,0.5,12,8,5,3,0,0.3076923076923077,4,13,18,0.3,0.13333333333333333,0.8216083290241721,0.9657090779788604,0.6074398010895793,0.9388651756734597,0.3951284908931989,0.8775808352282938,0.9174967039631456,0.935821917772702,0.5,0.25,0.0
14,0,0,0.2,1,1.0,5,0.4375,0.6,3,3,3,3,0,1.0,4,4,7,0.3,0,0.98559551861037,0.9582429456436945,0.9129426225171564,0.9688466944521745,0.4789495946307866,0.8815954465601015,0.9140950214717227,0.9457999043066392,0.6666666666666666,0.3333333333333333,0.0
15,0,0,0.3333333333333333,2,0.7142857142857143,5,0.5,0.5714285714285714,4,4,4,1,0,0.5,6,3,9,0.08333333333333333,0,0.4028879208031341,0.9618505151896081,0.39310701081908467,0.8321283319264334,0.5494309098368004,0.9137735446336506,0.9077137378584808,0.916540629717745,1.0,0.5,0.0
16,0,0,0.3333333333333333,2,0.7142857142857143,5,0.42857142857142855,0.7142857142857143,6,5,2,0,0,0.42857142857142855,3,7,9,0.0,0,0.6609297234550133,0.9390931290349189,0.29478635735848135,0.7143066254238687,0.49419659856815146,0.9309869799233288,0.9214437377559753,0.889401016509777,0,0,0.0
17,0,0,0.42857142857142855,3,0.625,5,0.35714285714285715,0.5,7,4,2,0,0,0.5714285714285714,7,4,10,0.0,0.6666666666666666,0.6053442142813524,0.931777537408842,0.4360641500150585,0.9563982703911308,0.65748769560691,0.833879992498596,0.7334169163007721,0.9197232143343195,0,0,0.0
18,0,0,0,0,0,0,1.0,0,0,0,0,2,0,1.0,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0
19,0,0,0.4444444444444444,4,0.5454545454545454,6,0.37142857142857144,0.45454545454545453,9,5,3,0,0,0.7142857142857143,7,5,13,0.0,0.4444444444444444,0.4062456212847099,0.7802701945690063,0.6431407783369216,0.7453168236815518,0.738124301340348,0.9417223072879413,0.8577661860048827,0.8465559879849258,0,0,0.0
20,0,0,0,0,0,0,1.0,0,0,0,0,1,0,1.0,1,1,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0
21,0,0,0.14285714285714285,1,1.0,8,0.4166666666666667,0.75,7,6,2,1,0,0.375,8,3,10,0.14285714285714285,0,0.6771925424300472,0.8930127004741043,0.7900108889576132,0.8139851086275854,0.6262498611980077,0.8855742561773582,0.7799462144254204,0.867776296335898,1.0,0,0.0
22,0,0,0.125,1,1.0,9,0.5238095238095238,0.5555555555555556,6,5,4,0,0,0.42857142857142855,7,3,11,0.0,0,0.8533474173812035,0.957567904479891,0.44617988548640586,0.9164763667337921,0.5486635467633688,0.8883165937148612,0.8659804477533294,0.9261171109592009,0,0,0.0
23,0,0,0.11764705882352941,2,0.9130434782608695,21,0.3968253968253968,0.5652173913043478,14,13,10,1,0,0.7777777777777778,7,9,25,0.043478260869565216,0.10526315789473684,0.7287280536494967,0.8455530966892133,0.5503074820760137,0.9225672120367229,0.6403310492297816,0.9332520850348872,0.9107901865477657,0.9065213011170834,1.0,0.07142857142857142,0.0
24,0,0,0,0,0,0,1.0,0,0,0,0,2,0,1.0,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0
25,0,0,1.0,2,0.0,0,1.0,0,2,0,0,0,0,0.3333333333333333,3,1,3,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,1.0,0,0,0,0,2,0,1.0,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0
27,0,0,0.16666666666666666,1,1.0,7,1.0,0.8571428571428571,7,6,1,1,0,0.1111111111111111,9,1,9,0.2,0,0.6357958450476162,0.9406722399026345,0.4221960307618858,0.9221475514516099,0.5209792716253898,0.9222233198537313,0.8165861055966485,0.9288694336422969,1.0,0,0.0
28,0,0,0.3333333333333333,2,0.6666666666666666,4,0.5714285714285714,0.5,4,3,3,2,0,0.2857142857142857,2,7,8,0.2222222222222222,0,0.41021100819048345,0.8058529549988457,0.5766673798779279,0.9000958522982557,0.4590107195076077,0.9160248716592467,0.8589922429829394,0.8811849500583946,0.625,0,0.0
29,0,0,0.13636363636363635,3,0.8709677419354839,27,0.14347826086956522,0.6774193548387096,24,21,8,0,0,0.43478260869565216,23,10,33,0.0,0.06896551724137931,0.39745523225666335,0.9148017217462237,0.6546493049770244,0.802810900108971,0.37773431536144575,0.8681313532555742,0.767134526483336,0.8684595137764225,0,0,0.0
30,0,0,0.5,1,1.0,1,1.0,1.0,1,1,1,0,0,0.3333333333333333,1,3,3,0.0,0,0.4384766858635478,0.5,0.4689984459536986,0.5,0.5976820046295058,0.5,0.665946093835428,0.5,0,0,0.0
31,0,0,1.0,1,0,0,1.0,0,0,0,1,1,0,0.5,1,2,2,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,0
32,0,0,0.05555555555555555,1,1.0,24,0.32098765432098764,0.5,12,12,13,5,0,1.0,9,9,26,0.16666666666666666,0.16666666666666666,0.3333698652744397,0.8576506454635039,0.19397093697357692,0.9009549258953495,0.48500966020430364,0.8950878797231738,0.8012073418251621,0.885866475322241,0.16666666666666666,0.08333333333333333,0.0
