robot_id,branching,branching_modules_count,limbs,extremities,length_of_limbs,extensiveness,coverage,joints,hinge_count,active_hinges_count,brick_count,touch_sensor_count,brick_sensor_count,proportion,width,height,absolute_size,sensors,symmetry,avg_period,dev_period,avg_phase_offset,dev_phase_offset,avg_amplitude,dev_amplitude,avg_intra_dev_params,avg_inter_dev_params,sensors_reach,recurrence,synaptic_reception
1,0,0,0.3,3,0.7692307692307693,10,0.5,0.5384615384615384,10,7,4,3,0,0.8333333333333334,5,6,15,0.3333333333333333,0.6153846153846154,0.11379105679661712,0.969029801814902,0.7052561442031282,0.9124962296688217,0.48101106928662557,0.9335249866202279,0.9056791855495836,0.9432122772406643,0.1,0.2,0.0
2,0,0,1.0,1,0,0,1.0,0,0,0,1,2,0,0.5,2,1,2,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0.5,1,1.0,1,1.0,1.0,2,1,0,1,0,0.3333333333333333,3,1,3,0.3333333333333333,0,0.8008598615114468,0.6793405239246258,0.672240117706596,0.6359815054898915,0.698808845906003,0.5446958204406821,0.640150404768307,0.6215164551280271,1.0,0,0.0
4,0,0,0,0,0,0,1.0,0,0,0,0,2,0,1.0,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0.2,1,1.0,5,0.4375,0.6,3,3,3,2,0,1.0,4,4,7,0.2,0,0.2779514968693726,0.9386863307198982,0.26725580702822427,0.905369178571074,0.6461059666470595,0.9271743583923314,0.6653659209132967,0.9248610111560684,0.6666666666666666,0.3333333333333333,0.0
6,0,0,0.375,3,0.5555555555555556,5,0.4583333333333333,0.3333333333333333,6,3,4,2,0,0.6666666666666666,6,4,11,0.2222222222222222,0.6666666666666666,0.49217232546698025,0.8599195316783289,0.7103501153751831,0.7226919398968598,0.8564965059876846,0.9586156680497074,0.8302704686560728,0.8777922943833733,0.6666666666666667,0.16666666666666666,0.0
7,0,0,0.1111111111111111,1,1.0,11,0.325,0.9090909090909091,10,10,2,0,0,0.4,10,4,13,0.0,0,0.8228775463975424,0.8850792186592301,0.8422317864877105,0.6639093610875743,0.35640610891560054,0.9779819248730143,0.9295735159416332,0.8977014558175826,0,0,0.0
8,0,0,0.3333333333333333,1,1.0,2,1.0,1.0,3,2,0,0,0,0.25,4,1,4,0.0,0,0.2848519266734053,0.7017051154812989,0.31597988152691975,0.5313474334273628,0.4397639298236561,0.7099310430010588,0.6612953485946494,0.6514331530871822,0,0,0.0
9,0,0,0.3333333333333333,1,1.0,2,1.0,1.0,3,2,0,0,0,0.25,1,4,4,0.0,0,0.6166924430207685,0.6716655292679079,0.6537571250905938,0.6960740053399325,0.8708560187781516,0.5465844750637614,0.7541807315747951,0.6403982561696908,0,0,0.0
10,0,0,0.3333333333333333,1,1.0,2,1.0,1.0,2,2,1,0,0,0.25,4,1,4,0.0,0,0.24097337581152503,0.7282941452048202,0.8645032299143933,0.6866750613426437,0.6214979732676201,0.9718429722264985,0.95654122035314,0.8545406662512458,0,0,0.0
11,0,0,0.16666666666666666,1,1.0,7,1.0,0.7142857142857143,6,5,2,2,0,0.1111111111111111,9,1,9,0.2857142857142857,0,0.8752197693604302,0.9503554411370445,0.7333398969313658,0.9414903839242716,0.7466571294632534,0.7948073316924728,0.7762666067678582,0.9138405834685704,0.5833333333333334,0.3333333333333333,0.0
12,0,0,1.0,1,0,0,1.0,0,1,0,0,1,0,0.5,2,1,2,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0.2857142857142857,2,0.875,7,0.5555555555555556,0.875,8,7,1,1,0,0.2222222222222222,2,9,10,0.2,0,0.4580895842364274,0.8819286283130839,0.35000296963451705,0.8603166085173086,0.6306052727381211,0.8938641473472108,0.8116349026045352,0.8793751145959522,1.0,0.25,0.0
14,0,0,0.4,4,0.6153846153846154,8,0.42857142857142855,0.23076923076923078,6,3,8,6,0,0.7142857142857143,7,5,15,0.35294117647058826,0,0.7748404982523589,0.9338653095555054,0.7495788010515385,0.9479282862651506,0.7896267733675514,0.9446436585574179,0.743234002594047,0.9424287733954063,0.16666666666666666,0.5,0.0
15,0,0,0.125,1,1.0,9,0.3142857142857143,0.7777777777777778,7,7,3,1,0,0.7142857142857143,7,5,11,0.1,0,0.5821921263466945,0.8270967471018348,0.6785167368574117,0.814431407246644,0.7149151924228299,0.9322461458710394,0.719247855759299,0.8686023126632634,1.0,0,0.0
16,0,0,0.23076923076923078,3,0.8235294117647058,14,0.2714285714285714,0.5294117647058824,9,9,9,6,0,0.7,7,10,19,0.2727272727272727,0.15384615384615385,0.7084586108411445,0.8465629900916508,0.5857719486058921,0.9040352951217631,0.6165613222825336,0.7960268039196596,0.8710589642197052,0.85455823637483,0.2777777777777778,0.3333333333333333,0.0
17,0,0,0.5,2,0.6666666666666666,2,0.625,0.6666666666666666,4,2,0,0,0,0.5,2,4,5,0.0,0,0.9169021943561825,0.9738006342946789,0.4244079295659061,0.7143234540637816,0.8078991958304194,0.8311614171296205,0.9062642736399837,0.8851309331415936,0,0,0.0
18,0,0,0.5714285714285714,4,0.25,2,0.5555555555555556,0.25,5,2,4,1,0,0.5,6,3,10,0.1111111111111111,0,0.4444096356424879,0.9424262063832727,0.33521750136067696,0.9352999928912609,0.18680883737876927,0.9234418277401089,0.8043846943169096,0.9341454947053058,1.0,0.2,0.0
19,0,0,0.1875,3,0.8095238095238095,17,0.38333333333333336,0.6190476190476191,14,13,8,1,0,0.6,10,6,23,0.05263157894736842,0.14285714285714285,0.6417545895323573,0.8882584006853315,0.4114123502944623,0.9627001437707757,0.3652347536747026,0.9150877017911192,0.9109710190591822,0.9287123335044705,1.0,0.14285714285714285,0.0
20,0,0,0,0,0,0,1.0,0,0,0,0,2,0,1.0,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0
21,0,0,0.125,1,1.0,9,0.36666666666666664,0.4444444444444444,4,4,6,3,0,0.8333333333333334,6,5,11,0.1875,0.2222222222222222,0.5802581870022989,0.8848861353603752,0.8758556581818342,0.966005296393174,0.3465539665726275,0.9701270744565331,0.8289173629027793,0.9505302569482815,0.25,0,0.0
22,0,0,0.5,1,1.0,1,1.0,1.0,2,1,0,0,0,0.3333333333333333,3,1,3,0.0,0,0.3061527795503058,0.8314902544756196,0.25403522855102983,0.5876807657497144,0.30495825255564074,0.8859054284534562,0.8189454925339358,0.7914021766422032,0,0,0.0
23,0,0,0.16666666666666666,3,0.9166666666666666,22,0.37681159420289856,0.8333333333333334,20,20,5,3,0,0.13043478260869565,3,23,26,0.21428571428571427,0.08695652173913043,0.7523302371427112,0.9012585001390409,0.6225886044511224,0.8938704589015602,0.4337202924391641,0.8919666740537983,0.9091805405783487,0.8957676714876377,0.05,0.05,0.0
24,0,0,0.25,4,0.8181818181818182,18,0.42105263157894735,0.6818181818181818,19,15,4,4,0,0.15789473684210525,3,19,24,0.5,0.18181818181818182,0.5590314387910111,0.9095307890594008,0.6794037524098144,0.943201759105902,0.4839374765703878,0.9105163982713118,0.881795002258706,0.9226719421791941,0.18421052631578946,0.05263157894736842,0.0
25,0,0,0.25,2,0.7777777777777778,7,0.39285714285714285,0.2222222222222222,2,2,8,3,0,0.5714285714285714,7,4,11,0.15,0,0.5746765456083731,0.5671394840726298,0.5007726144357532,0.5,0.9536318275766551,0.5444632378450885,0.8793735654707616,0.5373066820678247,0.5,1.0,0.0
26,0,0,0.25,1,1.0,3,1.0,1.0,3,3,1,2,0,0.2,5,1,5,0.3333333333333333,0,0.5518003843466392,0.8141102670371583,0.45265706251480403,0.9378460450948187,0.1,0.5594580032629588,0.9396751759460655,0.8140623258076387,0.8333333333333333,0.6666666666666666,0.0
27,0,0,0.5,1,1.0,1,0.75,0,1,0,1,0,0,1.0,2,2,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,0,0.3333333333333333,1,1.0,2,1.0,1.0,3,2,0,0,0,0.25,4,1,4,0.0,0,0.9661903876289694,0.8757012688635329,0.2644528154876286,0.7962841302889497,0.49255328436648804,0.6150382064199497,0.9463073626662899,0.7792617044462133,0,0,0.0
29,0,0,0,0,0,0,1.0,0,0,0,0,1,0,1.0,1,1,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0
30,0,0,1.0,1,0,0,1.0,0,1,0,0,0,0,0.5,2,1,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0
31,0,0,0.3333333333333333,2,0.8333333333333334,5,0.4,0.8333333333333334,7,5,0,0,0,0.8,4,5,8,0.0,0,0.5887149327582193,0.8851907829607374,0.6985202625829278,0.8782722084345549,0.4610384927009334,0.8905295647280059,0.8075626692236434,0.8847587738395789,0,0,0.0
32,0,0,0,0,0,0,1.0,0,0,0,0,2,0,1.0,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0
33,0,0,0.3333333333333333,1,1.0,2,1.0,1.0,3,2,0,0,0,0.25,1,4,4,0.0,0,0.7593031132695847,0.9240831578954735,0.974457098602733,0.8717418781610334,0.6699260265077202,0.7222975484997104,0.8012178928890167,0.8569885267747337,0,0,0.0
34,0,0,0.5,1,1.0,1,1.0,1.0,1,1,1,1,0,0.3333333333333333,1,3,3,0.16666666666666666,0,0.873975092351197,0.5,0.7802324988856577,0.5,0.4264367881421377,0.5,0.8729329836463898,0.5,1.0,0,0.0
35,0,0,0.16666666666666666,1,1.0,6,0.6666666666666666,0.5,3,3,4,2,0,0.75,4,3,8,0.16666666666666666,0,0.2071855039814808,0.6864028709259172,0.35766888374955474,0.5904661824499677,0.39059064141634536,0.839693016044164,0.7857054679518288,0.7181016808296593,0.6666666666666666,0.3333333333333333,0.0
36,0,0,0.125,1,1.0,10,0.5714285714285714,0.7,7,7,4,2,0,0.42857142857142855,7,3,12,0.16666666666666666,0,0.5248684358406716,0.8834656299857038,0.6858263089582626,0.9200865577197523,0.5481714155961872,0.8454509899821753,0.827033557190357,0.8865708787332942,0.5714285714285714,0,0.0
37,0,0,0.16666666666666666,1,1.0,7,0.5625,0.7142857142857143,6,5,2,1,0,0.25,2,8,9,0.14285714285714285,0,0.740943269402883,0.9036154131661521,0.6365791079538695,0.7762057226891651,0.4732980796664982,0.9252015171724371,0.8519441957970447,0.8806907091169016,1.0,0.5,0.0
38,0,0,0.375,3,0.6666666666666666,6,0.7333333333333333,0,2,0,8,0,0,0.6,5,3,11,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0
39,0,0,0.16666666666666666,1,1.0,7,1.0,1.0,8,7,0,0,0,0.1111111111111111,9,1,9,0.0,0,0.5090894681496,0.9595198208701846,0.37664775000734896,0.9318758181083193,0.5353677213368455,0.9613270890741029,0.9247940261798256,0.9524936954836157,0,0,0.0
40,0,0,0.1,1,1.0,13,0.2777777777777778,0.6153846153846154,9,8,5,0,0,0.6666666666666666,6,9,15,0.0,0,0.3324178631272228,0.92340141034836,0.552790349768267,0.9102502423140486,0.3726343205620436,0.8880896486229408,0.7489520663250203,0.9082554892848848,0,0,0.0
41,0,0,0.3333333333333333,1,1.0,2,1.0,1.0,3,2,0,0,0,0.25,4,1,4,0.0,0,0.3261728014115527,0.5837028020625921,0.7604505001647703,0.8536667951268935,0.5144848035357792,0.8562840857287606,0.8554659932969491,0.7850716546217253,0,0,0.0
42,0,0,0.1111111111111111,1,1.0,11,0.325,0.7272727272727273,8,8,4,0,0,0.4,4,10,13,0.0,0,0.36660557823391854,0.9127085108962062,0.16915894401814738,0.9499422889878194,0.5088418122600883,0.8853307032825342,0.8715359286335107,0.9201778358478898,0,0,0.0
43,0,0,1.0,1,0,0,1.0,0,0,0,1,2,0,0.5,1,2,2,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0
