robot_id,branching,branching_modules_count,limbs,extremities,length_of_limbs,extensiveness,coverage,joints,hinge_count,active_hinges_count,brick_count,touch_sensor_count,brick_sensor_count,proportion,width,height,absolute_size,sensors,symmetry,avg_period,dev_period,avg_phase_offset,dev_phase_offset,avg_amplitude,dev_amplitude,avg_intra_dev_params,avg_inter_dev_params,sensors_reach,recurrence,synaptic_reception
1,0,0,0.5,1,1.0,1,1.0,1.0,2,1,0,0,0,0.3333333333333333,1,3,3,0.0,0,0.5691648029503327,0.9484284270215292,0.7388774727942733,0.5555322576459876,0.6252245591412813,0.9769721638486721,0.943811603763933,0.9083966356814627,0,0,0.0
2,0,0,0.125,1,1.0,10,1.0,1.0,11,10,0,1,0,0.08333333333333333,12,1,12,0.3333333333333333,0,0.3225015432247344,0.8901057749427695,0.43850027894408344,0.8622339022711565,0.14764656077988364,0.9394134332236186,0.8025460953033623,0.9022364292335037,1.0,0.09090909090909091,0.0
3,0,0,0.2,1,1.0,5,0.5833333333333334,0,0,0,6,2,0,0.3333333333333333,6,2,7,0.125,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,1.0,1,0,0,1.0,0,1,0,0,0,0,0.5,2,1,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0.3076923076923077,4,0.6470588235294118,11,0.475,0.4117647058823529,10,7,8,5,0,0.4,10,4,19,0.29411764705882354,0,0.37584567990120044,0.9103505660932892,0.6212769848821001,0.8961821366826493,0.4801226327735484,0.9447936576709172,0.9077466396908016,0.9196626594144166,0.2,0.3,0.0
6,0,0,0.5,1,1.0,1,0.75,0,1,0,1,0,0,1.0,2,2,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0.3333333333333333,2,0.8333333333333334,5,0.8888888888888888,0.5,4,3,3,3,0,1.0,3,3,8,0.3333333333333333,0,0.5704719978915331,0.5726413212528106,0.406692789465966,0.9451484606235775,0.2545889582002514,0.629378366306803,0.8003895764567429,0.772585123455363,0.25,0,0.0
8,0,0,0.3333333333333333,2,0.8571428571428571,6,0.75,0.42857142857142855,4,3,4,4,0,0.75,4,3,9,0.36363636363636365,0.5,0.8845931992771774,0.9736821458239994,0.8201067119382557,0.755252681698168,0.6660602461382081,0.6766539840792241,0.793449466873126,0.861208855867712,0.25,0.5,0.0
9,0,0,0.2222222222222222,2,0.8181818181818182,9,0.325,0.6363636363636364,9,7,3,0,0,0.625,5,8,13,0.0,0,0.7036978306529914,0.9016365234740653,0.45936105377388287,0.7919643566357802,0.4962642319413991,0.8811045857540075,0.9053595883587298,0.864333652496429,0,0,0.0
10,0.16666666666666666,1,0.5714285714285714,8,0.42105263157894735,8,0.4375,0.3157894736842105,11,6,9,2,0,0.3333333333333333,4,12,21,0.11764705882352941,0.6666666666666666,0.6655818223623354,0.9286536869880807,0.618727552139083,0.9019269641662466,0.5554807559447972,0.9148262791773327,0.8771657284624773,0.9157805483717611,0.5454545454545454,0.2727272727272727,0.0
11,0,0,0.3333333333333333,1,1.0,2,1.0,1.0,3,2,0,0,0,0.25,4,1,4,0.0,0,0.10988557482709274,0.7354095719035316,0.8191892175492509,0.9579174320189603,0.6726188815018181,0.6616320334508529,0.9550986546437373,0.8328528899089338,0,0,0.0
12,0,0,0.1,1,1.0,12,0.2857142857142857,0.75,10,9,3,0,0,1.0,7,7,14,0.0,0,0.7440488685783574,0.9315848513893102,0.7784793029711554,0.7272163776378425,0.42902335759702837,0.9337122193566888,0.8920125729481646,0.8888453013108564,0,0,0.0
13,0,0,0.08333333333333333,1,1.0,15,0.22077922077922077,0.4,7,6,9,2,0,0.6363636363636364,11,7,17,0.09523809523809523,0,0.408697507251396,0.74794198604712,0.8068739071534455,0.7590951702866088,0.49023215745887133,0.9342950757184192,0.8779237077043309,0.8361700855078714,0.7142857142857143,0.2857142857142857,0.0
14,0,0,0.25,2,0.7777777777777778,7,0.36666666666666664,0.5555555555555556,6,5,4,0,0,0.8333333333333334,6,5,11,0.0,0,0.7453943758119655,0.9149629262802484,0.681667488177603,0.9533274987089101,0.564750597057298,0.9296497902599787,0.901998668698602,0.9345007608929704,0,0,0.0
15,0,0,0.5,2,0.6666666666666666,2,0.625,0.3333333333333333,2,1,2,4,0,0.5,2,4,5,0.5714285714285714,0.5,0.9274420018275584,0.6738345815793552,0.3171495309616255,0.5,0.1126650873315344,0.5316204624369417,0.9695673273835249,0.5705454582561491,0.5,0.5,0.05187536618543935
16,0,0,1.0,2,0.0,0,1.0,0,1,0,1,0,0,0.3333333333333333,3,1,3,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0.1,1,1.0,13,0.5357142857142857,0.9230769230769231,13,12,1,0,0,0.14285714285714285,2,14,15,0.0,0,0.5513091995337361,0.861973235650412,0.45449416580515045,0.9217500431589638,0.338867738185711,0.9235828386536692,0.7482898924311241,0.9058000161569938,0,0,0.0
18,0,0,0.3333333333333333,1,1.0,2,0.6666666666666666,0.5,2,1,1,0,0,0.6666666666666666,3,2,4,0.0,0,0.5131938783491641,0.8878977629067787,0.3793854607837942,0.6874907018469948,0.6399684575507271,0.8609201209816312,0.7559119314145641,0.8263922213847962,0,0,0.0
19,0,0,0.3333333333333333,1,1.0,2,1.0,1.0,3,2,0,0,0,0.25,1,4,4,0.0,0,0.8953931448324077,0.9500667079434294,0.18307471761977348,0.6069117025887144,0.42839120066415354,0.8157845698596328,0.9541939925169903,0.8351734759468401,0,0,0.0
20,0,0,0.13043478260869565,3,0.90625,29,0.3469387755102041,0.34375,13,11,20,4,0,0.5,14,7,34,0.09523809523809523,0.15384615384615385,0.6367434566447279,0.9734557996437537,0.7310040532426152,0.821974409089229,0.8288050181285384,0.9209602981186468,0.8207142103686581,0.9261565917343445,0.11538461538461539,0.3076923076923077,0.0
21,0,0,0.35714285714285715,5,0.5789473684210527,11,0.6,0.3684210526315789,12,7,8,2,0,0.7142857142857143,7,5,21,0.13333333333333333,0.75,0.44343126567885865,0.9316648938383373,0.2931744027387452,0.7914581947120675,0.5901858950923192,0.9078392085946403,0.8618191974723485,0.8887404883347255,0.5416666666666666,0,0.0
22,0,0,0.3333333333333333,1,1.0,2,1.0,0.5,2,1,1,0,0,0.25,4,1,4,0.0,0,0.48843560555679577,0.9429009834440439,0.4673896463213135,0.9587223286804831,0.8139982438142613,0.7318044466193642,0.8677920949550093,0.9103364861579846,0,0,0.0
