robot_id,branching,branching_modules_count,limbs,extremities,length_of_limbs,extensiveness,coverage,joints,hinge_count,active_hinges_count,brick_count,touch_sensor_count,brick_sensor_count,proportion,width,height,absolute_size,sensors,symmetry,avg_period,dev_period,avg_phase_offset,dev_phase_offset,avg_amplitude,dev_amplitude,avg_intra_dev_params,avg_inter_dev_params,sensors_reach,recurrence,synaptic_reception
1,0,0,1.0,2,0.0,0,0.75,0,1,0,1,0,0,1.0,2,2,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0.5,1,1.0,1,1.0,1.0,2,1,0,0,0,0.3333333333333333,3,1,3,0.0,0,0.7112876155902063,0.8999273723063405,0.7775505854849778,0.6765385990662112,0.7265192036948402,0.5783051168192372,0.7872141432274898,0.7471335349618075,0,0,0.0
3,0,0,0.2,3,0.85,17,0.19642857142857142,0.8,17,16,4,2,0,0.4375,7,16,22,0.18181818181818182,0.25,0.3904840746375206,0.945227414194603,0.7276614916239021,0.9647284651915449,0.42545287736442405,0.7994863883857276,0.9326460756664653,0.9250734272165372,0.5294117647058824,0.058823529411764705,0.0
4,0,0,0.5,1,1.0,1,1.0,0,0,0,2,1,0,0.3333333333333333,3,1,3,0.125,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0.6666666666666666,4,0.3333333333333333,2,0.6666666666666666,0.16666666666666666,3,1,4,1,0,0.75,3,4,8,0.1,0.4,0.6282757510441721,0.8126277632206469,0.7308429263674652,0.7092555838870315,0.3093284350176748,0.6311485926673257,0.8897050815529085,0.7241946639837518,1.0,0.3333333333333333,0.0
6,0,0,0.5,7,0.3333333333333333,6,0.4166666666666667,0.1111111111111111,6,2,13,4,0,0.75,6,8,20,0.15384615384615385,0.13333333333333333,0.15449974207185532,0.943504279613485,0.44013830396309805,0.941947986047353,0.24694594316643875,0.9765868895859375,0.8867850433785904,0.9573416822699056,0.3333333333333333,0.3333333333333333,0.0
7,0,0,0.14285714285714285,1,1.0,8,0.47619047619047616,0.5,4,4,5,3,0,0.42857142857142855,3,7,10,0.21428571428571427,0.25,0.44587067593005525,0.8926707897629482,0.756748965936997,0.8387059761320057,0.6173202989723989,0.9673175683606774,0.8795453017880062,0.9156669719321839,0.5,0.5,0.0
8,0,0,0.125,1,1.0,10,0.375,0.5,5,5,6,2,0,0.5,4,8,12,0.125,0,0.6653490481149019,0.8109110763655639,0.7450967219916883,0.7767218632078471,0.5018241432282701,0.9185626977484674,0.8298107283912872,0.8466451671265016,0.6,0,0.0
9,0,0,0.3333333333333333,1,1.0,2,1.0,1.0,2,2,1,0,0,0.25,4,1,4,0.0,0,0.7199400148530083,0.9297110562032074,0.3533706888308535,0.6836238446835586,0.7028974693728245,0.59199818503875,0.89392943145022,0.7758520893352869,0,0,0.0
10,0,0,1.0,1,0,0,1.0,0,1,0,0,1,0,0.5,2,1,2,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0
