robot_id,branching,branching_modules_count,limbs,extremities,length_of_limbs,extensiveness,coverage,joints,hinge_count,active_hinges_count,brick_count,touch_sensor_count,brick_sensor_count,proportion,width,height,absolute_size,sensors,symmetry,avg_period,dev_period,avg_phase_offset,dev_phase_offset,avg_amplitude,dev_amplitude,avg_intra_dev_params,avg_inter_dev_params,sensors_reach,recurrence,synaptic_reception
1,0,0,0.16666666666666666,1,1.0,6,0.4,0.6666666666666666,5,4,2,5,0,0.8,4,5,8,0.7142857142857143,0,0.5565858642768462,0.9451521226892479,0.33592363395801605,0.9305604950467921,0.5076310256878234,0.8700465476640691,0.7992036216463533,0.9204024699594405,0.2,0.4,0.0
2,0,0,1.0,2,0.0,0,1.0,0,1,0,1,0,0,0.3333333333333333,3,1,3,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0.6666666666666666,2,0.5,1,0.6666666666666666,0,2,0,1,4,0,0.6666666666666666,3,2,4,1.0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0.3125,5,0.6666666666666666,14,0.27058823529411763,0.6666666666666666,18,14,4,0,0,0.29411764705882354,5,17,23,0.0,0.09090909090909091,0.7798798629034156,0.9176525521650171,0.8735494940844248,0.8371163669243831,0.6638363715116766,0.882957240851617,0.8037717922494272,0.8831748976728787,0,0,0.0
5,0,0,0.6666666666666666,2,0.5,1,1.0,0.5,3,1,0,2,0,0.25,4,1,4,1.0,0.6666666666666666,0.22614547026506154,0.5957396346725568,0.40786633639476555,0.9422063206834612,0.735309041646022,0.8875830276413277,0.8915659628433575,0.8517583137602365,0.6666666666666666,0.3333333333333333,0.0
6,0,0,0.125,1,1.0,9,0.4074074074074074,0.7777777777777778,8,7,2,0,0,0.3333333333333333,3,9,11,0.0,0,0.4944857817222316,0.9370318413743185,0.6857372907375003,0.873192390825644,0.3386010206472429,0.7753100859466519,0.8963814115503775,0.8761035589160882,0,0,0.0
7,0,0,0.3333333333333333,1,1.0,2,1.0,1.0,3,2,0,0,0,0.25,4,1,4,0.0,0,0.3736668010739106,0.8149551999683011,0.8912372341846186,0.9346587358935545,0.3525547691439891,0.899505472667063,0.9235157795510254,0.8920266518518278,0,0,0.0
8,0,0,0,0,0,0,1.0,0,0,0,0,2,0,1.0,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0.4,2,0.8,4,0.4666666666666667,0.6,3,3,3,5,0,0.6,5,3,7,0.5,0.3333333333333333,0.7629767668666875,0.5848814442848954,0.6842513209605506,0.9523504575673535,0.570842138513155,0.7986473089487537,0.7018124925405428,0.8280574537685569,0.3333333333333333,0.3333333333333333,0.0
10,0,0,0.3333333333333333,1,1.0,2,1.0,1.0,3,2,0,0,0,0.25,4,1,4,0.0,0,0.17514216918110698,0.9015721368526347,0.3638582213446025,0.5929094583229555,0.6583654412078233,0.9031616934288045,0.8779266731762162,0.8331187521390344,0,0,0.0
11,0,0,0.4166666666666667,5,0.5,8,0.5142857142857142,0.4375,12,7,5,2,0,0.7142857142857143,5,7,18,0.2222222222222222,0.14285714285714285,0.5699858686574389,0.9179271459278858,0.5063843550771396,0.9376858896416544,0.2771204666938858,0.9230390661082136,0.892924305910455,0.9266751714200495,0.5416666666666667,0.3333333333333333,0.0
12,0,0,0.5,1,1.0,1,0.75,0,1,0,1,2,0,1.0,2,2,3,0.4,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0.21428571428571427,3,0.8421052631578947,16,0.23333333333333334,0.6842105263157895,15,13,5,0,0,0.4,6,15,21,0.0,0.10526315789473684,0.2969588317687656,0.9371550824624857,0.44435963321770816,0.788471178833698,0.40930401822614193,0.8107238141810714,0.82283185757446,0.8610706669786077,0,0,0.0
14,0.5,1,0.8333333333333334,5,0.16666666666666666,1,0.5,0.16666666666666666,4,1,3,0,0,1.0,4,4,8,0.0,0.5,0.4670632910099116,0.9715454809902113,0.26191426322202815,0.5775927118529613,0.8213096136937873,0.6932336484043674,0.9489120852876418,0.8253351083225953,0,0,0.0
15,0,0,0.375,3,0.5555555555555556,5,0.6111111111111112,0.4444444444444444,7,4,3,2,0,0.5,3,6,11,0.2857142857142857,0,0.4372569816970005,0.9445656847690814,0.5506690888629112,0.682698180247692,0.33852779961280455,0.9081649385579857,0.8521723630492802,0.8770068240297371,0.5714285714285714,0.14285714285714285,0.0
16,0,0,0.3333333333333333,1,1.0,2,1.0,1.0,3,2,0,0,0,0.25,4,1,4,0.0,0,0.3213843552260245,0.9055173942853219,0.8255932383011879,0.930089302842781,0.6125539167612629,0.9350506579144855,0.9103191951448425,0.9244949877430777,0,0,0.0
17,0,0,0.2,1,1.0,5,0.7777777777777778,0.6,3,3,3,4,0,1.0,3,3,7,0.4,0,0.1770789063602744,0.5533678007498037,0.8397179638745375,0.5304879504907395,0.8160517123114728,0.7879274223269779,0.9562794226243256,0.6340480536252506,0.6666666666666666,1.0,0.050512430094527605
18,0,0,0.5,1,1.0,1,1.0,1.0,2,1,0,0,0,0.3333333333333333,1,3,3,0.0,0,0.4198996351298008,0.760074288030614,0.711441017775401,0.8274032258428227,0.47904679005564976,0.8367980224624839,0.8455458979070731,0.8102555752976052,0,0,0.0
19,0,0,0.5,1,1.0,1,1.0,1.0,2,1,0,0,0,0.3333333333333333,3,1,3,0.0,0,0.6210477913445616,0.7911764788997317,0.5517802886233121,0.9888179133788693,0.6397647000880146,0.9702774320600328,0.9666066058785404,0.9568914262963094,0,0,0.0
20,0,0,0.36363636363636365,8,0.5333333333333333,16,0.45714285714285713,0.13333333333333333,9,4,22,1,0,0.7,7,10,32,0.023255813953488372,0.37037037037037035,0.5877743796129122,0.8605063508792863,0.4280243036392065,0.8720396837220039,0.5317159854047043,0.7301547877795252,0.6596579524359244,0.8289222507316861,1.0,1.0,0.0
21,0,0,0.05555555555555555,1,1.0,25,0.6,0.64,17,16,9,0,0,0.2,15,3,27,0.0,0.47058823529411764,0.5605167112383765,0.9321284355655445,0.34040496667521064,0.9519062640706961,0.4738083928800192,0.8957865692929504,0.9141602371474703,0.9299209971463102,0,0,0.0
22,0,0,0.08333333333333333,1,1.0,15,0.34,0.6,10,9,6,8,0,0.5,10,5,17,0.5333333333333333,0,0.2456757109013416,0.9052948059664427,0.5658290450550794,0.873358915105544,0.24098752297492892,0.8884024053194469,0.8273428576347727,0.8896988719288632,0.1,0.3,0.0
23,0,0,0.2222222222222222,4,0.7916666666666666,19,0.4126984126984127,0.7083333333333334,19,17,6,0,0,0.14285714285714285,21,3,26,0.0,0,0.4959864458748401,0.8891254276004884,0.4105186008094801,0.762851418412767,0.22989545117688248,0.9034821866454938,0.8351292324453403,0.8616323798235963,0,0,0.0
24,0,0,0,0,0,0,1.0,0,0,0,0,2,0,1.0,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0
25,0,0,0.5,2,0.75,3,0.6,0.5,2,2,3,0,0,0.4,5,2,6,0.0,0.8,0.46401728084637534,0.9031712918632593,0.6986160445892257,0.5036859615398515,0.3018530589323486,0.8543037311860503,0.9065910818436992,0.792296674259212,0,0,0.0
26,0,0,0.5,3,0.6666666666666666,4,0.8,0.16666666666666666,3,1,4,3,0,0.4,2,5,8,0.3,0.3333333333333333,0.7077050571552173,0.9241717051559141,0.648342530273731,0.7596890014317194,0.5461620134942392,0.7114654813446158,0.6777576429404926,0.8202395439809554,0.6666666666666666,0.3333333333333333,0.0
27,0,0,0.3333333333333333,2,0.7142857142857143,5,0.9,0.42857142857142855,5,3,3,1,0,0.4,2,5,9,0.125,0.2857142857142857,0.5480058360051706,0.9703858197619347,0.32965641054449624,0.7893400865353016,0.43573209828532977,0.8311610945034968,0.7747761610593663,0.8942357688336423,1.0,0.4,0.0
28,0,0,0.14285714285714285,1,1.0,8,1.0,1.0,9,8,0,0,0,0.1,10,1,10,0.0,0,0.5536071696406297,0.8472994197253166,0.3699797304742334,0.8742972023850754,0.5262483941286947,0.9440207145485613,0.8804669912559804,0.8965451934210396,0,0,0.0
29,0,0,0.1,1,1.0,13,1.0,1.0,14,13,0,3,0,0.06666666666666667,1,15,15,1.0,0,0.47296586497206883,0.8707116517307139,0.6208365702194566,0.9444472528631433,0.5602473163495403,0.7653829433300294,0.8384916173722299,0.878074161018361,0.5,0.07142857142857142,0.0
30,0,0,0.3333333333333333,1,1.0,2,1.0,1.0,2,2,1,0,0,0.25,4,1,4,0.0,0,0.5446818081790407,0.768086092749541,0.7120231143728238,0.5471642850787769,0.5665603369324692,0.8932099275276587,0.8251088408997929,0.7631879107340312,0,0,0.0
31,0,0,0.3333333333333333,1,1.0,2,1.0,1.0,3,2,0,0,0,0.25,4,1,4,0.0,0,0.6113978434172018,0.9022671601545669,0.17087502605929542,0.8944028474596226,0.6850049475917659,0.5772981452446051,0.895322471243706,0.825917163066185,0,0,0.0
32,0,0,0.16666666666666666,1,1.0,7,0.45,0.5714285714285714,4,4,4,0,0,0.8,4,5,9,0.0,0,0.4946026645099115,0.8715949790205065,0.6260740275684394,0.944290114986945,0.5968777015585134,0.9642285137956077,0.8354819066237795,0.935827884762238,0,0,0.0
33,0,0,0.3333333333333333,2,0.8333333333333334,5,0.5714285714285714,0.8333333333333334,7,5,0,0,0,0.2857142857142857,7,2,8,0.0,0,0.6066106480245926,0.9349334744038726,0.7820949985418884,0.799301441505685,0.5002046823381845,0.791985671813021,0.7888194683150203,0.8574958467282944,0,0,0.0
34,0,0,0.058823529411764705,1,1.0,23,0.2403846153846154,0.8260869565217391,19,19,5,2,0,0.6153846153846154,13,8,25,0.14285714285714285,0.17391304347826086,0.48967049933828777,0.8776955544818094,0.4823949351443593,0.9493517810215509,0.2598527521462607,0.8459854534442223,0.894084076668497,0.900402571329937,0.5263157894736842,0.10526315789473684,0.0
35,0,0,0.3333333333333333,2,0.6666666666666666,4,0.5,0.3333333333333333,3,2,4,3,0,1.0,4,4,8,0.2727272727272727,0,0.9952556235593445,0.7763325190145506,0.732751363704739,0.5271909406059382,0.9541971174402443,0.9340195420941905,0.7600458855250602,0.7915801842132254,0.6666666666666666,0.3333333333333333,0.0
36,0,0,0.3333333333333333,1,1.0,2,1.0,1.0,3,2,0,0,0,0.25,4,1,4,0.0,0,0.7566587216393058,0.9207433230133739,0.8546627309983059,0.7553763056028311,0.4139925355630121,0.626663155580085,0.8836333396658206,0.7967284107958832,0,0,0.0
37,0,0,0.5,2,0.3333333333333333,1,0.5555555555555556,0.3333333333333333,2,1,2,2,0,1.0,3,3,5,0.2857142857142857,0,0.490919172301213,0.922896997032241,0.6278732149027222,0.8022239397190131,0.42581489954623847,0.5704740866207018,0.8503751999525538,0.8004013192544781,0.75,0.5,0.22277890847574705
38,0.4,2,0.5384615384615384,7,0.4117647058823529,7,0.35185185185185186,0.4117647058823529,11,7,7,1,0,0.6666666666666666,9,6,19,0.07142857142857142,0.5,0.5452535197282755,0.8362564518674799,0.5359087314821336,0.8899782257057409,0.4618398097399421,0.9116894250553149,0.8016415929937704,0.8827289943140182,1.0,0.09090909090909091,0.0
39,0,0,0.125,1,1.0,9,0.6111111111111112,0.6666666666666666,7,6,3,3,0,0.5,6,3,11,0.3333333333333333,0.6666666666666666,0.48923416545671,0.7267342856692615,0.6881784578065201,0.9096881151602773,0.21178250254376926,0.9784024169242149,0.9386014989195484,0.9142835676200698,0.14285714285714285,0,0.0
40,0,0,0.3333333333333333,1,1.0,2,0.6666666666666666,0.5,2,1,1,0,0,0.6666666666666666,2,3,4,0.0,0,0.3096280593158588,0.7904088431777814,0.42114793825436214,0.6125584370046286,0.49362862479358194,0.5797946916840944,0.6829074874277021,0.668734549583383,0,0,0.0
41,0,0,0.3333333333333333,2,0.7142857142857143,5,0.36,0.42857142857142855,5,3,3,1,0,1.0,5,5,9,0.125,0,0.6272254117372992,0.8458546968179645,0.7180468864549296,0.851996702501234,0.727859629600208,0.8120363008864591,0.6881816621473152,0.8373577960631853,1.0,0,0.0
42,0,0,1.0,1,0,0,1.0,0,1,0,0,0,0,0.5,2,1,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0
43,0,0,1.0,1,0,0,1.0,0,0,0,1,0,0,0.5,2,1,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0
44,0,0,0.4444444444444444,4,0.45454545454545453,5,0.5416666666666666,0.18181818181818182,4,2,8,3,0,0.6666666666666666,6,4,13,0.16666666666666666,0,0.358103869557603,0.8928143527121714,0.21556762279217828,0.9447426853216918,0.4594874999565294,0.95465865876474,0.931277794996139,0.9351494484429462,0.25,0.5,0.0
45,0,0,1.0,1,0,0,1.0,0,1,0,0,1,0,0.5,2,1,2,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0
46,0,0,0.3,3,0.8461538461538461,11,0.5357142857142857,0.8461538461538461,14,11,0,1,0,0.14285714285714285,2,14,15,1.0,0.6153846153846154,0.3867322317866524,0.8539219754550148,0.402458338736421,0.9191930520113101,0.6593497561305336,0.9494413324848915,0.8425333060439545,0.9150272967991092,1.0,0.14285714285714285,0.0
47,0,0,0.25,3,0.7333333333333333,11,0.6296296296296297,0.5333333333333333,9,8,7,3,0,0.3333333333333333,3,9,17,0.17647058823529413,0,0.46866280597824617,0.9320599056034286,0.2607138640358037,0.8826077280107693,0.590875501505107,0.9143386396224518,0.8484872058006105,0.9117058234296975,0.2222222222222222,0.4444444444444444,0.0
48,0,0,1.0,1,0,0,1.0,0,1,0,0,1,0,0.5,2,1,2,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0
49,0,0,0.5,1,1.0,1,1.0,1.0,2,1,0,1,0,0.3333333333333333,3,1,3,0.3333333333333333,0,0.36302691717869895,0.786285166756379,0.8478397276990386,0.7802206960722708,0.8067678742500618,0.7058618282165459,0.915558883211838,0.7592063487700897,1.0,0,0.0
50,0,0,0.1111111111111111,1,1.0,11,1.0,0.6363636363636364,8,7,4,0,0,0.07692307692307693,13,1,13,0.0,0,0.9573465266763023,0.953132954711753,0.5846978152327589,0.8768182271066093,0.5955550013322028,0.7971727966293752,0.8946950468829127,0.8923139935748556,0,0,0.0
51,0,0,0.23076923076923078,3,0.7647058823529411,13,0.5277777777777778,0.5882352941176471,12,10,6,4,0,1.0,6,6,19,0.2857142857142857,0.11764705882352941,0.5456729253326561,0.9617309788137917,0.48253320179360754,0.8038125232239696,0.4251938948750597,0.7989735091458083,0.8519341501927407,0.8812959590859297,0.08333333333333333,0.5833333333333334,0.0
52,0,0,0.3333333333333333,1,1.0,2,0.6666666666666666,0.5,2,1,1,0,0,0.6666666666666666,2,3,4,0.0,0,0.6198998420007585,0.811437684688133,0.45743612257781513,0.6749496208135329,0.7532994843330311,0.7896184677417092,0.828606838147846,0.7633054943739066,0,0,0.0
53,0,0,0.125,1,1.0,10,1.0,1.0,11,10,0,0,0,0.08333333333333333,12,1,12,0.0,0,0.8415216697174891,0.9755305595502526,0.5405685304356348,0.8954845720401446,0.6145749906424268,0.9489680266750036,0.7655038102324057,0.9487697761271342,0,0,0.0
54,0,0,0.3333333333333333,1,1.0,2,1.0,1.0,3,2,0,3,0,0.25,1,4,4,1.0,0,0.48541536362123666,0.8174861104591962,0.6310745268628858,0.7198705988081842,0.7700816600674875,0.5884034971982051,0.7979075371882484,0.7177913619977835,0.3333333333333333,1.0,0.0
55,0,0,0.25,2,0.8888888888888888,8,0.55,0.8888888888888888,10,8,0,0,0,0.2,10,2,11,0.0,0,0.5623771250242329,0.8455830336823315,0.5672404616103079,0.8591286922599183,0.3890326097588461,0.9283171637787634,0.7784548991283259,0.883210250475322,0,0,0.0
56,0,0,0.5,5,0.5384615384615384,7,0.30612244897959184,0.5384615384615384,11,7,3,3,0,1.0,7,7,15,0.5,0.3076923076923077,0.49996470530495934,0.9598755231935967,0.6770392434849096,0.9571723556182792,0.34679261821341445,0.9463695026072373,0.7034655472831115,0.9548131974599138,0.09090909090909091,0.09090909090909091,0.0
57,0,0,0.14285714285714285,1,1.0,8,0.3333333333333333,0.875,7,7,2,1,0,0.8333333333333334,6,5,10,0.125,0,0.5390894722437273,0.8344488795922477,0.42126781286710163,0.8519763967824133,0.6167498395684353,0.8006927897427703,0.7565110834420639,0.8300670907991216,1.0,0.14285714285714285,0.0
58,0,0,0.5,1,1.0,1,1.0,1.0,2,1,0,0,0,0.3333333333333333,3,1,3,0.0,0,0.7801528385274507,0.8456437715681705,0.7886601156881963,0.740924900252578,0.13059367294550012,0.5035464283339984,0.9637880510100015,0.7154360304219285,0,0,0.0
59,0,0,0.25,3,0.75,12,0.225,0.6875,12,11,5,2,0,0.8,10,8,18,0.15384615384615385,0,0.405915411620488,0.9143086527574652,0.533111221873075,0.9644987735485969,0.7880540376776969,0.9154213404152427,0.9298823488441328,0.9360591386802488,0.5416666666666666,0.08333333333333333,0.0
60,0,0,0.2857142857142857,2,0.75,6,0.625,0.25,4,2,5,1,0,0.25,2,8,10,0.08333333333333333,0,0.6501398915760648,0.8770437654019176,0.6779577763454443,0.8989652092340451,0.5517261023345116,0.5474708758603752,0.7008143919726789,0.8095345014605397,1.0,0.25,0.0
