robot_id	displacement_velocity_hill	head_balance	contacts	displacement_velocity	branching	branching_modules_count	limbs	extremities	length_of_limbs	extensiveness	coverage	joints	hinge_count	active_hinges_count	brick_count	touch_sensor_count	brick_sensor_count	proportion	width	height	absolute_size	sensors	symmetry	avg_period	dev_period	avg_phase_offset	dev_phase_offset	avg_amplitude	dev_amplitude	avg_intra_dev_params	avg_inter_dev_params	sensors_reach	recurrence	synaptic_reception	fitness
1403	0.027175441280134504	0.776625716238153	0.0	0.034543047885306544	0	0	0.2222222222222222	2	0.9090909090909091	10	1.0	0.9090909090909091	12	10	0	2	0	0.07692307692307693	13	1	13	1.0	0.16666666666666666	0.3776835072384111	0.7590861147937021	0.3456409780476847	0.7973264000272999	0.8397838982819756	0.950469474706373	0.8741730654955339	0.8610338334067905	0.5416666666666666	0.08333333333333333	0.0	0.027175441280134504
4317	0.08571651200478679	0.5716437857583956	0.0	0.09270045482589112	0	0	0.3076923076923077	4	0.7058823529411765	12	0.7916666666666666	0.47058823529411764	11	8	7	0	0	0.375	3	8	19	0.0	0	0.1775698829172534	0.8878233239230334	0.4058539482369577	0.8667527190928486	0.7977042987588814	0.8825950711450768	0.92830068020034	0.8793363747682165	0	0	0.0	0.08571651200478679
118	-0.0037605704214362184	0.9838278258623571	0.0	0.004015468462027754	0	0	0.2222222222222222	2	0.8181818181818182	9	0.40625	0.6363636363636364	8	7	4	3	0	0.5	4	8	13	0.2727272727272727	0	0.45000359526894335	0.8644625031749602	0.2721727901064849	0.940245822594278	0.48879134893258164	0.8175930077395801	0.8009806431366271	0.8845555004727139	0.125	0.25	0.0	-0.0003760570421436218
2999	0.0012208335762659884	0.7034695474947211	0.0	0.006409250342693476	0	0	0.3333333333333333	4	0.6666666666666666	10	0.6071428571428571	0.6666666666666666	13	10	3	0	0	0.14285714285714285	2	14	17	0.0	0	0.11334123696096561	0.9402587169449301	0.4058539482369577	0.9409766557896644	0.7119458422706029	0.8807108906224641	0.9530546733751395	0.9247076305378804	0	0	0.0	0.0012208335762659884
131	0.000938707452783742	0.9765499574548657	0.0	0.0011145235138387262	0	0	0.3333333333333333	2	0.7142857142857143	5	0.45	0.5714285714285714	6	4	2	2	0	0.8	5	4	9	0.3333333333333333	0	0.1881326102296064	0.9587782822951709	0.7980237200244789	0.835088094476022	0.8076994879089232	0.7026088970578575	0.9524071211640424	0.8671729919024755	0.5833333333333334	0.16666666666666666	0.0	0.000938707452783742
3935	-6.216056264275492e-05	0.9705707487198331	0.0	0.002723195724794421	0	0	0.3076923076923077	4	0.7058823529411765	12	0.7916666666666666	0.47058823529411764	11	8	7	0	0	0.375	3	8	19	0.0	0	0.2226196463269901	0.8889418376866879	0.4058539482369577	0.8667527190928486	0.7977042987588814	0.8825950711450768	0.916729057440918	0.8797347599708909	0	0	0.0	-6.216056264275493e-06
1838	0.0069446199614990305	0.7332285331217435	0.0	0.006981998590465091	0.125	1	0.2222222222222222	4	0.875	21	0.1625	0.7916666666666666	23	19	2	0	0	0.625	16	10	26	0.0	0.09090909090909091	0.4963764152719109	0.9588931991974216	0.7186179640947501	0.8905701442166597	0.6860798436390703	0.936634870311326	0.9415735891577218	0.9337962619739478	0	0	0.0	0.0069446199614990305
171	-0.0015693142881824476	0.8352231908446416	0.0	0.0026168014244704278	0	0	0.2222222222222222	2	0.8181818181818182	9	0.52	0.5454545454545454	8	6	4	0	0	1.0	5	5	13	0.0	0	0.8941120068996178	0.918141354631396	0.7380648416154596	0.8719947507580718	0.7683250678919877	0.9513611962878037	0.7204263993135154	0.9195696286497431	0	0	0.0	-0.00015693142881824477
4089	0.08853117010799676	0.5776150621678919	15.0	0.09584141952314833	0	0	0.3076923076923077	4	0.7058823529411765	12	0.7916666666666666	0.47058823529411764	11	8	7	0	0	0.375	3	8	19	0.0	0	0.1775698829172534	0.8878233239230334	0.4058539482369577	0.8667527190928486	0.7977042987588814	0.8825950711450768	0.92830068020034	0.8793363747682165	0	0	0.0	0.08853117010799676
434	0.0014955462212185829	0.9389845681873048	0.0	0.0017108009592912748	0	0	0.25	3	0.75	12	0.3	0.6875	14	11	3	0	0	0.6	6	10	18	0.0	0.5	0.5776489161025031	0.9652385226641862	0.7176520625211333	0.9168004489461579	0.7874809612749838	0.7478093041153492	0.9439593469122362	0.9063752473276896	0	0	0.0	0.0014955462212185829
3827	0.08853117010799676	0.5776150621678919	0.0	0.09584141952314833	0	0	0.3076923076923077	4	0.7058823529411765	12	0.7916666666666666	0.47058823529411764	11	8	7	0	0	0.375	3	8	19	0.0	0	0.1775698829172534	0.8878233239230334	0.4058539482369577	0.8667527190928486	0.7977042987588814	0.8825950711450768	0.92830068020034	0.8793363747682165	0	0	0.0	0.08853117010799676
939	0.018421456849977067	0.8859574600589482	0.0	0.018755479345986925	0	0	0.16666666666666666	3	0.84	21	0.25961538461538464	0.76	22	19	4	1	0	0.6153846153846154	8	13	27	0.1111111111111111	0	0.41077030860466335	0.7828479968771485	0.3562727971252376	0.9583190251423261	0.4318521435474956	0.9008777016528112	0.8132346563894024	0.9009802489193331	1.0	0.22727272727272727	0.0	0.018421456849977067
2182	-0.002238016164893477	0.7237788135753196	0.0	0.025179050183801895	0	0	0.2	2	0.9230769230769231	12	1.0	0.9230769230769231	14	12	0	2	0	0.06666666666666667	15	1	15	1.0	0.14285714285714285	0.39447432159937507	0.8735099611136238	0.33974952617331994	0.9195812299850777	0.7758648702762893	0.9404923005189327	0.8802356695517588	0.9150131190870587	0.5714285714285714	0.35714285714285715	0.0	-0.00022380161648934772
2051	-0.006721689383845061	0.697920007553811	0.0	0.00689650070186394	0	0	0.25	2	0.9	9	1.0	0.9	11	9	0	2	0	0.08333333333333333	12	1	12	1.0	0.18181818181818182	0.3776835072384111	0.7770649432903319	0.31196666571330445	0.7869774180805231	0.8397838982819756	0.9528505530902379	0.8930719645538975	0.8645796978233724	0.5454545454545454	0.18181818181818182	0.0	-0.0006721689383845061
3397	0.00273711507005679	0.9252648212019887	0.0	0.006729279055619488	0	0	0.2777777777777778	5	0.7083333333333334	17	0.48148148148148145	0.5	16	12	9	0	0	0.6666666666666666	6	9	26	0.0	0	0.1775698829172534	0.8952327081286431	0.4058539482369577	0.8818632213759617	0.7778848235192377	0.7779485480428349	0.9101642487050811	0.858525359456393	0	0	0.0	0.00273711507005679
1859	0.03404735298853943	0.7713169953884063	0.0	0.03405743468013908	0	0	0.2222222222222222	2	0.9090909090909091	10	1.0	0.9090909090909091	12	10	0	2	0	0.07692307692307693	13	1	13	1.0	0.16666666666666666	0.3776835072384111	0.7590861147937021	0.31196666571330445	0.7753778559977755	0.8397838982819756	0.950469474706373	0.8930719645538975	0.8557369268726702	0.5416666666666666	0.25	0.0	0.03404735298853943
400	0.005473170153182841	0.7162951684503243	0.0	0.02122655980193293	0	0	0.21428571428571427	3	0.7777777777777778	14	0.5555555555555556	0.7777777777777778	16	14	3	0	0	0.1111111111111111	2	18	20	0.0	0	0.2366558234793219	0.9363338202715553	0.661166469925241	0.9253065749504836	0.6981696652605145	0.9191067654318353	0.9530546733751395	0.9272441709902803	0	0	0.0	0.005473170153182841
2042	-0.0010607457007679284	0.7790449298615196	0.0	0.00723705413059549	0	0	0.13333333333333333	2	0.95	19	0.18803418803418803	0.85	19	17	2	1	0	0.6923076923076923	13	9	22	0.16666666666666666	0.1111111111111111	0.3776835072384111	0.8894378272377017	0.5501624204644584	0.8907261332619915	0.8397838982819756	0.9317819771668825	0.8930719645538975	0.9060098736750901	1.0	0.15789473684210525	0.0	-0.00010607457007679283
4103	5.583075021270192e-05	0.9465352462511779	10.565217391304348	0.0019379844011444282	0	0	0.25	4	0.7619047619047619	16	0.359375	0.5238095238095238	14	11	8	0	0	1.0	8	8	23	0.0	0	0.1775698829172534	0.8912591060258793	0.4058539482369577	0.8995282141766748	0.7693750826926765	0.9220701589996764	0.9403467758966264	0.9051231288750319	0	0	0.0	5.583075021270192e-05
2126	0.018591351455672357	0.7751503411625683	0.0	0.028374672147798582	0	0	0.2	2	0.9230769230769231	12	1.0	0.9230769230769231	14	12	0	2	0	0.06666666666666667	15	1	15	1.0	0.14285714285714285	0.3776835072384111	0.7438849648188951	0.3635473559390859	0.8214341803276671	0.7416518760601936	0.9509647770011149	0.8566145499456985	0.8644122540381646	0.5714285714285714	0.21428571428571427	0.0	0.018591351455672357
