robot_id	displacement_velocity_hill	head_balance	contacts	displacement_velocity	branching	branching_modules_count	limbs	extremities	length_of_limbs	extensiveness	coverage	joints	hinge_count	active_hinges_count	brick_count	touch_sensor_count	brick_sensor_count	proportion	width	height	absolute_size	sensors	symmetry	avg_period	dev_period	avg_phase_offset	dev_phase_offset	avg_amplitude	dev_amplitude	avg_intra_dev_params	avg_inter_dev_params	sensors_reach	recurrence	synaptic_reception	fitness
1403	0.035000491941834126	0.6374050493216744	0.0	0.035402524203320136	0	0	0.1111111111111111	1	1.0	11	1.0	0.9090909090909091	11	10	1	0	0	0.07692307692307693	1	13	13	0.0	0	0.7075409301002809	0.8924128339538618	0.4069264296121505	0.7582084894166117	0.5678063518656916	0.8062801944287733	0.8305564832339151	0.8265698522599892	0	0	0.0	0.035000491941834126
4317	0.03807075978210339	0.7036661486654419	0.0	0.03857098066699208	0	0	0.1111111111111111	1	1.0	11	0.3939393939393939	0.9090909090909091	11	10	1	0	0	0.2727272727272727	11	3	13	0.0	0	0.7075409301002809	0.8924128339538618	0.4069264296121505	0.7582084894166117	0.5678063518656916	0.8062801944287733	0.8305564832339151	0.8265698522599892	0	0	0.0	0.03807075978210339
118	-0.0016290948304436192	0.9920837848858066	0.0	0.0016919940093748542	0.3333333333333333	1	0.5	4	0.5555555555555556	5	0.39285714285714285	0.5555555555555556	8	5	2	0	0	0.5714285714285714	7	4	11	0.0	0.2857142857142857	0.723300655202723	0.9181395177233531	0.4324490990923466	0.8723966374474298	0.7425140855035026	0.8902490210786995	0.8628150859706623	0.8951361106462102	0	0	0.0	-0.00016290948304436192
2999	0.041233948055834954	0.7054816258817376	0.0	0.04124554608347318	0	0	0.1111111111111111	1	1.0	11	0.3939393939393939	0.9090909090909091	11	10	1	0	0	0.2727272727272727	11	3	13	0.0	0	0.7075409301002809	0.8924128339538618	0.4069264296121505	0.7582084894166117	0.5678063518656916	0.8172821499962108	0.8256499388514779	0.8299844540939444	0	0	0.0	0.041233948055834954
131	0.0029344352115560674	0.9856900534030882	0.0	0.006573545087300887	0	0	0.3333333333333333	5	0.65	13	0.36666666666666664	0.35	9	7	12	2	0	0.6	6	10	22	0.07692307692307693	0.14285714285714285	0.6747970719926335	0.7737955696896017	0.4701181297036713	0.9524355315843231	0.45445553572251596	0.9631029413753114	0.9286651737987556	0.9238804684415036	0.5555555555555556	0	0.0	0.0029344352115560674
3935	0.04114565578912025	0.7050155394485224	0.0	0.041231604704890235	0	0	0.1111111111111111	1	1.0	11	0.3939393939393939	0.9090909090909091	11	10	1	0	0	0.2727272727272727	11	3	13	0.0	0	0.7075409301002809	0.8924128339538618	0.4069264296121505	0.7582084894166117	0.5678063518656916	0.7828973485183541	0.8305564832339151	0.8196109371490169	0	0	0.0	0.04114565578912025
1838	-0.010037443609592845	0.7591593583532981	0.0	0.010501303358411837	0	0	0.1111111111111111	1	1.0	11	0.3939393939393939	0.9090909090909091	11	10	1	0	0	0.2727272727272727	11	3	13	0.0	0	0.7075409301002809	0.8924128339538618	0.3026305906828816	0.7301208812621404	0.5678063518656916	0.8062801944287733	0.8746132140485835	0.819400925898711	0	0	0.0	-0.0010037443609592846
171	0.0202184842730536	0.7038263766140562	0.0	0.02852533735356435	0	0	0.125	1	1.0	10	1.0	0.9	10	9	1	0	0	0.08333333333333333	1	12	12	0.0	0	0.7075409301002809	0.906780609969956	0.40585781716887936	0.8772348982258648	0.5678063518656916	0.8393799866211031	0.8539567079432568	0.8770755252307133	0	0	0.0	0.0202184842730536
4089	0.041595164650327435	0.6994158597497844	0.0	0.04189258884932382	0	0	0.1111111111111111	1	1.0	11	0.3939393939393939	0.9090909090909091	11	10	1	0	0	0.2727272727272727	11	3	13	0.0	0	0.7075409301002809	0.8924128339538618	0.4069264296121505	0.7582084894166117	0.5678063518656916	0.8062801944287733	0.8305564832339151	0.8265698522599892	0	0	0.0	0.041595164650327435
434	0.020693859111204686	0.6069663383927075	0.0	0.021527545328633088	0	0	0.125	1	1.0	10	1.0	0.9	10	9	1	0	0	0.08333333333333333	1	12	12	0.0	0	0.705405187426361	0.8995043789443743	0.40585781716887936	0.75518102818901	0.5678063518656916	0.8048473504006349	0.8305564832339151	0.8289701802833533	0	0	0.0	0.020693859111204686
